ID	author	claim	label
10150	Jon Bramnick	"Says, ""when this governor came to office, he had (an) 11 billion dollar  - I call it mismanagement – deficit."""	mostly-true
10151	Chain email	Says President Barack Obama has issued upwards of 1,000 executive orders, more than any modern president.	pants-fire
10152	Rahm Emanuel	"Chicago Public Schools ""lead the country in high school graduation of an urban school system,"" ""match the United States of America in kids graduating high school going on to a four-year college,"" and are ""producing eighth-grade leaders in the country in math gains, fourth-grade leaders in reading gains."""	mostly-true
10153	Facebook posts	"It's illegal for a college, public school or employer to ""mandate"" the vaccine because it was authorized for emergency use."	false
10154	Roy Blunt	"""The [Obama] administration’s regulatory assault on coal-fired energy has put thousands of Americans out of work"""	barely-true
10155	Facebook posts	Says Joe Biden said a racial slur.	false
10156	John Kasich	"""President Obama came to Ohio 12 times to try to defeat me and guess what? He didn't win."""	barely-true
10157	Viral image	Says 20 million Chinese converted to Islam after it’s proven that the coronavirus doesn’t affect Muslims.	pants-fire
10158	Kevin McCarthy	“If these (telecom and internet) companies comply with the Democrat order to turn over private information, they are in violation of federal law and subject to losing their ability to operate in the United States.”	false
10159	Science Vibe	"""Dying 78 year old CIA agent admits to killing Marilyn Monroe."""	pants-fire
10160	Andrew Yang	"Says about universal basic income, ""Thomas Paine was for it at our founding ... Martin Luther King, champion in the ‘60s, called it a guaranteed minimum income for all Americans… It passed the U.S. House of Representatives twice in 1971."""	mostly-true
10161	Scott Walker	"""I asked the unions to pay into their own health care insurance ... and they said I was being unreasonable. I requested that they contribute toward their own pensions ... and they screamed it was unfair."""	barely-true
10162	Carol Miller	“In West Virginia alone, overdoses have increased by 50% during the #COVID-19 pandemic.”	mostly-true
10163	Jerry Brown	"""Taxes went down under Jerry Brown."""	mostly-true
10164	Jay Inslee	"""We have flown a Boeing 737 across the Atlantic Ocean on biofuels. We have flown F-18s."""	mostly-true
10165	U.S. Dairy Export Council	"Says a WHO proposal ""portrays milk and dairy products as an obstacle to a healthy start in life."""	barely-true
10166	Chris Jones	"Virginia House ""Republicans have had more African-Americans on key committees than when the Democrats were in control."""	true
10167	Levar Stoney	"""Richmond was one of the only cities in the state that did not (increase) their real estate tax to those pre-recession rates."""	mostly-true
10168	Republican National Committee	"""Over the past eight years, black youth unemployment is up."""	barely-true
10169	Viral image	Photos show Joe Biden with a “Chinese handler.”	pants-fire
10170	Gary Johnson	"""New Mexico is the second Hollywood"" because of tax incentives for the film industry."	half-true
10171	Jim Sensenbrenner	"""Currently, it takes up to 25 years to obtain U.S. citizenship legally"" but the Senate bill ""would allow immigrants who came to the United States illegally to obtain citizenship in just 13 years."""	half-true
10172	Fred Thompson	"""He was offered medical care for his injuries if he would give up military information in return. John McCain said, 'No.' """	false
10173	George LeMieux	"In 2008, Charlie Crist ‘""applauded the pick of Sarah Palin and said she would do ‘a great job.’"""	true
10174	Danny Tarkanian	"Says Nevada state Sen. Michael Roberson ""forced Common Core for Nevada schools."""	half-true
10175	Rudy Giuliani	"Sarah Palin ""already has more executive experience"" than Barack Obama and Joe Biden ""combined."""	true
10176	Bob McDonnell	"Road construction bids ""are coming in at the lowest in the modern era."""	barely-true
10177	Bloggers	"Says China ""stole Coronavirus from Canada and weaponized it into a Bioweapon."""	false
10178	Mira Signer	"States with ""the highest gun ownership rates also have the highest suicide rates."""	true
10179	Texans for Reliable Power	"""Texas is experiencing the fastest population growth in the country,"" adding ""more than 1,000 people a day."""	mostly-true
10180	Donald Trump	"""Hillary Clinton lied many times to the FBI."""	false
10181	Hillary Clinton	"Says Donald Trump said at the Republican convention, ""I alone can fix it."""	mostly-true
10182	Nathan Deal	"""Spending of government money is 17 percent less than it was a decade ago."""	true
10183	Jane Kidd	"""[State Rep. Doug McKillip’s] donors deserve a refund."""	false
10184	Randi Weingarten	"""The states that actually have lots of teachers in teacher unions tend to be the states that have done the best in terms of academic success in this country."""	half-true
10185	ClearPath Action Fund	"Says ""Rob Portman voted for the bipartisan bill to affirm climate change is real, humans significantly contribute to it and it needs to be addressed."""	barely-true
10186	Rose Mary Grant	"Rhode Island ""charter schools are nationally recognized as outperforming their counterparts across the country."""	mostly-true
10187	Donald Trump	"Says Alabama Senate candidate Doug Jones ""wants to raise taxes."""	barely-true
10188	Michael Burgess	"Says 2010 was the ""worst year ever for America's doctors"" reimbursed by Medicare."	false
10189	Viral image	Says Facebook imposes a 7% limit on a user’s sharing.	false
10190	Justin Hewlett	Says the majority of candidates in Texas’ 25th Congressional District live outside the district.	barely-true
10191	Rick Kriseman	"""The fact is that red light cameras change driver behavior and cut down on the most dangerous types of accidents."""	half-true
10192	Tommy Thompson	"""I have voted every year in Wisconsin."""	false
10193	Dan Gelber	"Gov. Charlie Crist ""sought for and got approved the automatic restoration of felon rights for nonviolent offenders for the first time in Florida history."""	false
10194	Infowars	"""Revealed: UN plan to flood America with 600 million migrants."""	false
10195	Mike Stenhouse	"""According to HUD, it is patently unfair and socially unjust that wealthy people can live in an exclusive neighborhood."""	false
10196	Rob Portman	"""Last year, we produced 14 percent less oil on public lands than we did the year before."""	mostly-true
10197	Facebook posts	"Says El Chapo ""stated in court"" that James Comey helped launder $150 million ""cartel money for Pelosi."""	pants-fire
10198	Bloggers	Says Kobe Bryant’s wife “recorded her suicide after depression attack this morning.”	pants-fire
10199	Hillary Clinton	"""Nine million people have lower-cost HIV/AIDS medicine because of the work of the Clinton Foundation and my husband."""	true
10200	Thom Tillis	"""Last year was one of the deadliest years ever for law enforcement officers."""	false
10201	Donald Trump	"Democrats ""don’t want money"" to go to the Florida Panhandle for Hurricane Michael aid"	barely-true
10202	Barack Obama	"""As governor, in the face of partisan attacks, (Charlie Crist) had the courage to save jobs and lead his state into economic recovery."""	half-true
10203	Floridians for Solar Choice	"""Currently, Florida is one of only five states in the nation that prohibit citizens from buying electricity from companies that will put solar panels on your home or business."""	mostly-true
10204	Donald Trump	"Activities by foreign governments had ""absolutely no effect on the outcome of this election."""	barely-true
10205	John Wisniewski	"""We have a governor who's vetoed measures like increasing our minimum wage and restoring the earned income tax cut."""	mostly-true
10206	Jason Brodeur	Says gun ownership information could be recorded and collected by the federal government and insurance companies as part of the federal health care law.	false
10207	Donald Trump	"""14 percent of noncitizens are registered to vote."""	false
10208	Barack Obama	"""For the first time in 13 years, our dependence on foreign oil is below 50 percent."""	half-true
10209	Raj Shah	"""Most U.S. foreign assistance ... is given to U.S. companies and nonprofits in the form of contracts and grants."""	true
10210	AlternativePAC	"Says Dick Cheney ""supported gay marriage sooner"" than Hillary Clinton."	true
